0, 0.00000,  0.29283, -0.29283, 0.08575
1, 1.00000,  0.34028, 0.65972, 0.43524
2, 0.00000,  0.34862, -0.34862, 0.12154
3, 0.00000,  0.30158, -0.30158, 0.09095
4, 0.00000,  0.32630, -0.32630, 0.10647
5, 0.00000,  0.42500, -0.42500, 0.18062
6, 0.00000,  0.40364, -0.40364, 0.16293
7, 1.00000,  0.44611, 0.55389, 0.30679
8, 0.00000,  0.44308, -0.44308, 0.19632
9, 0.00000,  0.32929, -0.32929, 0.10843
10, 0.00000,  0.45284, -0.45284, 0.20507
11, 0.00000,  0.43774, -0.43774, 0.19162
12, 0.00000,  0.29749, -0.29749, 0.08850
13, 0.00000,  0.29560, -0.29560, 0.08738
14, 0.00000,  0.32252, -0.32252, 0.10402
15, 0.00000,  0.29503, -0.29503, 0.08704
16, 0.00000,  0.24079, -0.24079, 0.05798
17, 0.00000,  0.21920, -0.21920, 0.04805
18, 0.00000,  0.30298, -0.30298, 0.09180
19, 1.00000,  0.90284, 0.09716, 0.00944
20, 0.00000,  0.40013, -0.40013, 0.16010
21, 0.00000,  0.28685, -0.28685, 0.08229
22, 0.00000,  0.29683, -0.29683, 0.08811
23, 0.00000,  0.28634, -0.28634, 0.08199
24, 0.00000,  0.48031, -0.48031, 0.23070
25, 0.00000,  0.22256, -0.22256, 0.04953
26, 0.00000,  0.46390, -0.46390, 0.21520
27, 0.00000,  0.38940, -0.38940, 0.15163
28, 1.00000,  0.37038, 0.62962, 0.39642
29, 1.00000,  0.44168, 0.55832, 0.31172
30, 1.00000,  0.48925, 0.51075, 0.26087
31, 1.00000,  0.46337, 0.53663, 0.28797
32, 0.00000,  0.41273, -0.41273, 0.17034
33, 1.00000,  0.75025, 0.24975, 0.06237
34, 0.00000,  0.33673, -0.33673, 0.11338
35, 0.00000,  0.26850, -0.26850, 0.07209
36, 0.00000,  0.53934, -0.53934, 0.29089
37, 0.00000,  0.27410, -0.27410, 0.07513
38, 0.00000,  0.27959, -0.27959, 0.07817
39, 1.00000,  0.38157, 0.61843, 0.38246
40, 0.00000,  0.47255, -0.47255, 0.22330
41, 0.00000,  0.42722, -0.42722, 0.18252
42, 0.00000,  0.39170, -0.39170, 0.15343
43, 1.00000,  0.39446, 0.60554, 0.36668
44, 0.00000,  0.32430, -0.32430, 0.10517
45, 0.00000,  0.41363, -0.41363, 0.17109
46, 0.00000,  0.25916, -0.25916, 0.06716
47, 0.00000,  0.35860, -0.35860, 0.12859
48, 1.00000,  0.35057, 0.64943, 0.42175
49, 0.00000,  0.58146, -0.58146, 0.33810
50, 0.00000,  0.21279, -0.21279, 0.04528
51, 1.00000,  0.31520, 0.68480, 0.46896
52, 0.00000,  0.31862, -0.31862, 0.10152
53, 0.00000,  0.52978, -0.52978, 0.28067
54, 1.00000,  0.26928, 0.73072, 0.53395
55, 0.00000,  0.43605, -0.43605, 0.19014
56, 0.00000,  0.26066, -0.26066, 0.06794
57, 0.00000,  0.33278, -0.33278, 0.11074
58, 0.00000,  0.30813, -0.30813, 0.09494
59, 1.00000,  0.35111, 0.64889, 0.42105
60, 1.00000,  0.49563, 0.50437, 0.25439
61, 0.00000,  0.33077, -0.33077, 0.10941
62, 0.00000,  0.28855, -0.28855, 0.08326
63, 0.00000,  0.52739, -0.52739, 0.27814
64, 0.00000,  0.33225, -0.33225, 0.11039
65, 1.00000,  0.43465, 0.56535, 0.31962
66, 1.00000,  0.45588, 0.54412, 0.29606
67, 0.00000,  0.27995, -0.27995, 0.07837
68, 0.00000,  0.32029, -0.32029, 0.10259
69, 1.00000,  0.52063, 0.47937, 0.22980
70, 1.00000,  0.45679, 0.54321, 0.29508
71, 0.00000,  0.26354, -0.26354, 0.06945
72, 0.00000,  0.27873, -0.27873, 0.07769
73, 0.00000,  0.36792, -0.36792, 0.13536
74, 0.00000,  0.49854, -0.49854, 0.24854
75, 1.00000,  0.34916, 0.65084, 0.42360
76, 0.00000,  0.46924, -0.46924, 0.22019
77, 0.00000,  0.42312, -0.42312, 0.17903
78, 0.00000,  0.46426, -0.46426, 0.21554
79, 0.00000,  0.25751, -0.25751, 0.06631
80, 1.00000,  0.23478, 0.76522, 0.58557
81, 0.00000,  0.29589, -0.29589, 0.08755
82, 0.00000,  0.27001, -0.27001, 0.07291
83, 1.00000,  0.39064, 0.60936, 0.37132
84, 1.00000,  0.44375, 0.55625, 0.30941
85, 1.00000,  0.48870, 0.51130, 0.26143
86, 0.00000,  0.00960, -0.00960, 0.00009
87, 1.00000,  0.40009, 0.59991, 0.35989
88, 1.00000,  0.31522, 0.68478, 0.46893
89, 0.00000,  0.31744, -0.31744, 0.10077
90, 0.00000,  0.00233, -0.00233, 0.00001
91, 1.00000,  0.24595, 0.75405, 0.56860
92, 0.00000,  0.23935, -0.23935, 0.05729
93, 0.00000,  0.31784, -0.31784, 0.10102
94, 0.00000,  0.28346, -0.28346, 0.08035
95, 1.00000,  0.50960, 0.49040, 0.24049
96, 0.00000,  0.27883, -0.27883, 0.07775
97, 0.00000,  0.35469, -0.35469, 0.12581
98, 0.00000,  0.25327, -0.25327, 0.06414
99, 0.00000,  0.34772, -0.34772, 0.12091
100, 1.00000,  0.42935, 0.57065, 0.32564
101, 0.00000,  0.33770, -0.33770, 0.11404
102, 0.00000,  0.32565, -0.32565, 0.10605
103, 0.00000,  0.30976, -0.30976, 0.09595
104, 0.00000,  0.31035, -0.31035, 0.09632
105, 0.00000,  0.31561, -0.31561, 0.09961
106, 0.00000,  0.27337, -0.27337, 0.07473
107, 0.00000,  0.28514, -0.28514, 0.08131
108, 1.00000,  0.40461, 0.59539, 0.35449
109, 1.00000,  0.52276, 0.47724, 0.22776
110, 2.00000,  0.35527, 1.64473, 2.70513
111, 1.00000,  0.38925, 0.61075, 0.37302
112, 0.00000,  0.40658, -0.40658, 0.16531
113, 0.00000,  0.25680, -0.25680, 0.06594
114, 1.00000,  0.35026, 0.64974, 0.42217
115, 0.00000,  0.36119, -0.36119, 0.13046
116, 0.00000,  0.31142, -0.31142, 0.09698
117, 0.00000,  0.36000, -0.36000, 0.12960
118, 0.00000,  0.31304, -0.31304, 0.09800
119, 1.00000,  0.34542, 0.65458, 0.42847
120, 0.00000,  0.56511, -0.56511, 0.31935
121, 1.00000,  0.32856, 0.67144, 0.45083
122, 0.00000,  0.35892, -0.35892, 0.12882
123, 0.00000,  0.36552, -0.36552, 0.13360
124, 1.00000,  0.39099, 0.60901, 0.37090
125, 0.00000,  0.18929, -0.18929, 0.03583
126, 1.00000,  0.29548, 0.70452, 0.49635
127, 0.00000,  0.30898, -0.30898, 0.09547
128, 0.00000,  0.38381, -0.38381, 0.14731
129, 0.00000,  0.34440, -0.34440, 0.11861
130, 1.00000,  0.48702, 0.51298, 0.26315
131, 1.00000,  0.30577, 0.69423, 0.48195
132, 0.00000,  0.46460, -0.46460, 0.21586
133, 0.00000,  0.20149, -0.20149, 0.04060
134, 0.00000,  0.12788, -0.12788, 0.01635
135, 0.00000,  0.36546, -0.36546, 0.13356
136, 0.00000,  0.26562, -0.26562, 0.07055
137, 1.00000,  0.44195, 0.55805, 0.31142
138, 0.00000,  0.38294, -0.38294, 0.14664
139, 0.00000,  0.30380, -0.30380, 0.09230
140, 1.00000,  0.48328, 0.51672, 0.26700
141, 0.00000,  0.27672, -0.27672, 0.07658
142, 0.00000,  0.33177, -0.33177, 0.11007
143, 0.00000,  0.58340, -0.58340, 0.34036
144, 1.00000,  0.48638, 0.51362, 0.26381
145, 1.00000,  0.32278, 0.67722, 0.45863
146, 0.00000,  0.19256, -0.19256, 0.03708
147, 0.00000,  0.24399, -0.24399, 0.05953
148, 0.00000,  0.28679, -0.28679, 0.08225
149, 0.00000,  0.31375, -0.31375, 0.09844
150, 0.00000,  0.41414, -0.41414, 0.17151
151, 0.00000,  0.70494, -0.70494, 0.49694
152, 0.00000,  0.19447, -0.19447, 0.03782
153, 0.00000,  0.34740, -0.34740, 0.12069
